src_urn,src_corpus,src_id,dst_corpus,dst_id,dst_urn,raw_match,char_offset
urn:us-la:rs:22:146,rs,22:146,rs,22:751,urn:us-la:rs:22:751,R.S. 22:751,648
urn:us-la:rs:22:147,rs,22:147,rs,22:146,urn:us-la:rs:22:146,R.S. 22:146,18
urn:us-la:rs:22:147,rs,22:147,rs,22:936,urn:us-la:rs:22:936,R.S. 22:936,117
urn:us-la:rs:22:149,rs,22:149,rs,22:143,urn:us-la:rs:22:143,R.S. 22:143,7269
urn:us-la:rs:22:150,rs,22:150,rs,22:149,urn:us-la:rs:22:149,R.S. 22:149,20
urn:us-la:rs:22:150,rs,22:150,rs,22:149,urn:us-la:rs:22:149,R.S. 22:149,242
urn:us-la:rs:22:150,rs,22:150,rs,22:149,urn:us-la:rs:22:149,R.S. 22:149,346
urn:us-la:rs:22:172,rs,22:172,rs,22:165,urn:us-la:rs:22:165,R.S. 22:165,307
urn:us-la:rs:22:176,rs,22:176,rs,22:165,urn:us-la:rs:22:165,R.S. 22:165,417
urn:us-la:rs:22:177,rs,22:177,rs,13:3204,urn:us-la:rs:13:3204,R.S. 13:3204,568
urn:us-la:rs:22:182,rs,22:182,rs,22:168,urn:us-la:rs:22:168,R.S. 22:168,843
urn:us-la:rs:22:183,rs,22:183,rs,22:73,urn:us-la:rs:22:73,R.S. 22:73,233
urn:us-la:rs:22:183,rs,22:183,rs,22:731,urn:us-la:rs:22:731,R.S. 22:731,288
urn:us-la:rs:22:183,rs,22:183,rs,22:2001,urn:us-la:rs:22:2001,R.S. 22:2001,338
urn:us-la:rs:22:195,rs,22:195,rs,22:64,urn:us-la:rs:22:64,R.S. 22:64,683
urn:us-la:rs:22:195,rs,22:195,rs,22:64,urn:us-la:rs:22:64,R.S. 22:64,1995
urn:us-la:rs:22:199,rs,22:199,rs,22:67,urn:us-la:rs:22:67,R.S. 22:67,407
urn:us-la:rs:22:213,rs,22:213,rs,22:73,urn:us-la:rs:22:73,R.S. 22:73,1730
urn:us-la:rs:22:213,rs,22:213,rs,22:731,urn:us-la:rs:22:731,R.S. 22:731,1785
urn:us-la:rs:22:213,rs,22:213,rs,22:2001,urn:us-la:rs:22:2001,R.S. 22:2001,1835
urn:us-la:rs:22:215,rs,22:215,rs,22:214,urn:us-la:rs:22:214,R.S. 22:214,367
urn:us-la:rs:22:216,rs,22:216,rs,22:196,urn:us-la:rs:22:196,R.S. 22:196,1219
urn:us-la:rs:22:216,rs,22:216,rs,22:196,urn:us-la:rs:22:196,R.S. 22:196,1319
urn:us-la:rs:22:216,rs,22:216,rs,22:197,urn:us-la:rs:22:197,R.S. 22:197,1386
urn:us-la:rs:22:216,rs,22:216,rs,22:203,urn:us-la:rs:22:203,R.S. 22:203,1453
urn:us-la:rs:22:216,rs,22:216,rs,22:205,urn:us-la:rs:22:205,R.S. 22:205,1683
urn:us-la:rs:22:216,rs,22:216,rs,22:208,urn:us-la:rs:22:208,R.S. 22:208,1753
urn:us-la:rs:22:216,rs,22:216,rs,22:210,urn:us-la:rs:22:210,R.S. 22:210,2006
urn:us-la:rs:22:231,rs,22:231,rs,22:691.1,urn:us-la:rs:22:691.1,R.S. 22:691.1,649
urn:us-la:rs:22:232,rs,22:232,rs,22:71,urn:us-la:rs:22:71,R.S. 22:71,0
urn:us-la:rs:22:232,rs,22:232,rs,22:71,urn:us-la:rs:22:71,R.S. 22:71,243
urn:us-la:rs:22:232.1,rs,22:232.1,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,42
urn:us-la:rs:22:232.1,rs,22:232.1,rs,22:691.4,urn:us-la:rs:22:691.4,R.S. 22:691.4,2412
urn:us-la:rs:22:232.1,rs,22:232.1,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,2901
urn:us-la:rs:22:232.1,rs,22:232.1,rs,22:691.4,urn:us-la:rs:22:691.4,R.S. 22:691.4,3303
urn:us-la:rs:22:232.1,rs,22:232.1,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,3353
urn:us-la:rs:22:232.1,rs,22:232.1,rs,22:691.4,urn:us-la:rs:22:691.4,R.S. 22:691.4,3397
urn:us-la:rs:22:232.2,rs,22:232.2,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,152
urn:us-la:rs:22:232.2,rs,22:232.2,rs,12:1,urn:us-la:rs:12:1,R.S. 12:1,290
urn:us-la:rs:22:232.2,rs,22:232.2,rs,12:1,urn:us-la:rs:12:1,R.S. 12:1,312
urn:us-la:rs:22:232.2,rs,22:232.2,rs,22:62,urn:us-la:rs:22:62,R.S. 22:62,547
urn:us-la:rs:22:232.2,rs,22:232.2,rs,12:1,urn:us-la:rs:12:1,R.S. 12:1,1915
urn:us-la:rs:22:232.2,rs,22:232.2,rs,12:1,urn:us-la:rs:12:1,R.S. 12:1,2073
urn:us-la:rs:22:232.2,rs,22:232.2,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,2295
urn:us-la:rs:22:232.2,rs,22:232.2,rs,22:691.1,urn:us-la:rs:22:691.1,R.S. 22:691.1,2495
urn:us-la:rs:22:232.2,rs,22:232.2,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,2729
urn:us-la:rs:22:232.2,rs,22:232.2,rs,22:791,urn:us-la:rs:22:791,R.S. 22:791,3073
urn:us-la:rs:22:232.2,rs,22:232.2,rs,22:821,urn:us-la:rs:22:821,R.S. 22:821,3097
urn:us-la:rs:22:232.2,rs,22:232.2,rs,22:831,urn:us-la:rs:22:831,R.S. 22:831,3122
urn:us-la:rs:22:232.2,rs,22:232.2,rs,22:791,urn:us-la:rs:22:791,R.S. 22:791,3186
urn:us-la:rs:22:232.2,rs,22:232.2,rs,12:1,urn:us-la:rs:12:1,R.S. 12:1,3303
urn:us-la:rs:22:232.2,rs,22:232.2,rs,12:1,urn:us-la:rs:12:1,R.S. 12:1,3325
urn:us-la:rs:22:232.2,rs,22:232.2,rs,22:119,urn:us-la:rs:22:119,R.S. 22:119,3456
urn:us-la:rs:22:232.2,rs,22:232.2,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,3609
urn:us-la:rs:22:232.3,rs,22:232.3,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,370
urn:us-la:rs:22:232.3,rs,22:232.3,rs,22:691.4,urn:us-la:rs:22:691.4,R.S. 22:691.4,623
urn:us-la:rs:22:232.3,rs,22:232.3,rs,22:691.4,urn:us-la:rs:22:691.4,R.S. 22:691.4,729
urn:us-la:rs:22:232.3,rs,22:232.3,rs,22:691.4,urn:us-la:rs:22:691.4,R.S. 22:691.4,798
urn:us-la:rs:22:232.3,rs,22:232.3,rs,22:232.1,urn:us-la:rs:22:232.1,R.S. 22:232.1,1232
urn:us-la:rs:22:232.4,rs,22:232.4,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,65
urn:us-la:rs:22:232.4,rs,22:232.4,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,194
urn:us-la:rs:22:232.4,rs,22:232.4,rs,22:691.1,urn:us-la:rs:22:691.1,R.S. 22:691.1,1362
urn:us-la:rs:22:232.4,rs,22:232.4,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,1452
urn:us-la:rs:22:232.4,rs,22:232.4,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,1747
urn:us-la:rs:22:232.5,rs,22:232.5,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,59
urn:us-la:rs:22:232.5,rs,22:232.5,rs,22:73,urn:us-la:rs:22:73,R.S. 22:73,109
urn:us-la:rs:22:232.5,rs,22:232.5,rs,22:731,urn:us-la:rs:22:731,R.S. 22:731,152
urn:us-la:rs:22:232.5,rs,22:232.5,rs,22:2001,urn:us-la:rs:22:2001,R.S. 22:2001,202
urn:us-la:rs:22:232.5,rs,22:232.5,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,375
urn:us-la:rs:22:232.5,rs,22:232.5,rs,22:73,urn:us-la:rs:22:73,R.S. 22:73,504
urn:us-la:rs:22:232.5,rs,22:232.5,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,624
urn:us-la:rs:22:232.5,rs,22:232.5,rs,22:73,urn:us-la:rs:22:73,R.S. 22:73,1011
urn:us-la:rs:22:232.6,rs,22:232.6,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,87
urn:us-la:rs:22:232.7,rs,22:232.7,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,93
urn:us-la:rs:22:232.7,rs,22:232.7,rs,22:232.4,urn:us-la:rs:22:232.4,R.S. 22:232.4,372
urn:us-la:rs:22:232.7,rs,22:232.7,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,916
urn:us-la:rs:22:232.7,rs,22:232.7,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,988
urn:us-la:rs:22:232.7,rs,22:232.7,rs,22:88,urn:us-la:rs:22:88,R.S. 22:88,1056
urn:us-la:rs:22:232.8,rs,22:232.8,rs,22:232.1,urn:us-la:rs:22:232.1,R.S. 22:232.1,105
urn:us-la:rs:22:232.8,rs,22:232.8,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,265
urn:us-la:rs:22:236,rs,22:236,rs,22:691.2,urn:us-la:rs:22:691.2,R.S. 22:691.2,646
urn:us-la:rs:22:236,rs,22:236,rs,22:236.8,urn:us-la:rs:22:236.8,R.S. 22:236.8,1017
urn:us-la:rs:22:236,rs,22:236,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,2855
urn:us-la:rs:22:236,rs,22:236,rs,22:111,urn:us-la:rs:22:111,R.S. 22:111,3108
urn:us-la:rs:22:236,rs,22:236,rs,22:124,urn:us-la:rs:22:124,R.S. 22:124,3297
urn:us-la:rs:22:236,rs,22:236,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,6210
urn:us-la:rs:22:236.1,rs,22:236.1,rs,22:71,urn:us-la:rs:22:71,R.S. 22:71,37
urn:us-la:rs:22:236.2,rs,22:236.2,rs,22:236.3,urn:us-la:rs:22:236.3,R.S. 22:236.3,1596
urn:us-la:rs:22:236.2,rs,22:236.2,rs,22:691.5,urn:us-la:rs:22:691.5,R.S. 22:691.5,1736
urn:us-la:rs:22:236.2,rs,22:236.2,rs,22:236.4,urn:us-la:rs:22:236.4,R.S. 22:236.4,2157
urn:us-la:rs:22:236.2,rs,22:236.2,rs,22:691.10,urn:us-la:rs:22:691.10,R.S. 22:691.10,2439
urn:us-la:rs:22:236.4,rs,22:236.4,rs,22:691.1,urn:us-la:rs:22:691.1,R.S. 22:691.1,376
urn:us-la:rs:22:236.4,rs,22:236.4,rs,22:236.2,urn:us-la:rs:22:236.2,R.S. 22:236.2,2202
urn:us-la:rs:22:236.4,rs,22:236.4,rs,22:236.2,urn:us-la:rs:22:236.2,R.S. 22:236.2,2741
urn:us-la:rs:22:236.4,rs,22:236.4,rs,22:71,urn:us-la:rs:22:71,R.S. 22:71,6705
urn:us-la:rs:22:236.5,rs,22:236.5,rs,22:236.4,urn:us-la:rs:22:236.4,R.S. 22:236.4,506
urn:us-la:rs:22:236.5,rs,22:236.5,rs,9:2601,urn:us-la:rs:9:2601,R.S. 9:2601,2144
urn:us-la:rs:22:236.7,rs,22:236.7,rs,22:88,urn:us-la:rs:22:88,R.S. 22:88,250
urn:us-la:rs:22:236.7,rs,22:236.7,rs,22:88,urn:us-la:rs:22:88,R.S. 22:88,1213
urn:us-la:rs:22:236.8,rs,22:236.8,rs,22:236.4,urn:us-la:rs:22:236.4,R.S. 22:236.4,349
urn:us-la:rs:22:236.8,rs,22:236.8,rs,22:236.5,urn:us-la:rs:22:236.5,R.S. 22:236.5,408
urn:us-la:rs:22:236.8,rs,22:236.8,rs,12:23,urn:us-la:rs:12:23,R.S. 12:23,577
urn:us-la:rs:22:236.8,rs,22:236.8,rs,22:63,urn:us-la:rs:22:63,R.S. 22:63,714
urn:us-la:rs:22:236.10,rs,22:236.10,rs,22:236.4,urn:us-la:rs:22:236.4,R.S. 22:236.4,232
urn:us-la:rs:22:237,rs,22:237,rs,22:71,urn:us-la:rs:22:71,R.S. 22:71,103
urn:us-la:rs:22:237,rs,22:237,rs,22:237.2,urn:us-la:rs:22:237.2,R.S. 22:237.2,290
urn:us-la:rs:22:237.1,rs,22:237.1,rs,22:71,urn:us-la:rs:22:71,R.S. 22:71,18
urn:us-la:rs:22:237.1,rs,22:237.1,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,227
urn:us-la:rs:22:237.2,rs,22:237.2,rs,22:691.2,urn:us-la:rs:22:691.2,R.S. 22:691.2,653
urn:us-la:rs:22:237.2,rs,22:237.2,rs,22:237.10,urn:us-la:rs:22:237.10,R.S. 22:237.10,1024
urn:us-la:rs:22:237.2,rs,22:237.2,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,2867
urn:us-la:rs:22:237.2,rs,22:237.2,rs,22:691.1,urn:us-la:rs:22:691.1,R.S. 22:691.1,2891
urn:us-la:rs:22:237.2,rs,22:237.2,rs,22:111,urn:us-la:rs:22:111,R.S. 22:111,3141
urn:us-la:rs:22:237.2,rs,22:237.2,rs,22:47,urn:us-la:rs:22:47,R.S. 22:47,3261
urn:us-la:rs:22:237.2,rs,22:237.2,rs,22:124,urn:us-la:rs:22:124,R.S. 22:124,3364
urn:us-la:rs:22:237.2,rs,22:237.2,rs,23:1393,urn:us-la:rs:23:1393,R.S. 23:1393,3413
urn:us-la:rs:22:237.2,rs,22:237.2,rs,22:231,urn:us-la:rs:22:231,R.S. 22:231,6348
urn:us-la:rs:22:237.2,rs,22:237.2,rs,22:232.1,urn:us-la:rs:22:232.1,R.S. 22:232.1,6372
urn:us-la:rs:22:237.3,rs,22:237.3,rs,22:71,urn:us-la:rs:22:71,R.S. 22:71,37
urn:us-la:rs:22:237.4,rs,22:237.4,rs,22:237.5,urn:us-la:rs:22:237.5,R.S. 22:237.5,1605
urn:us-la:rs:22:237.4,rs,22:237.4,rs,22:691.5,urn:us-la:rs:22:691.5,R.S. 22:691.5,1745
urn:us-la:rs:22:237.4,rs,22:237.4,rs,22:237.6,urn:us-la:rs:22:237.6,R.S. 22:237.6,2166
urn:us-la:rs:22:237.4,rs,22:237.4,rs,22:691.10,urn:us-la:rs:22:691.10,R.S. 22:691.10,2448
urn:us-la:rs:22:237.6,rs,22:237.6,rs,22:691.1,urn:us-la:rs:22:691.1,R.S. 22:691.1,394
urn:us-la:rs:22:237.6,rs,22:237.6,rs,22:237.4,urn:us-la:rs:22:237.4,R.S. 22:237.4,2226
urn:us-la:rs:22:237.6,rs,22:237.6,rs,22:237.4,urn:us-la:rs:22:237.4,R.S. 22:237.4,2765
urn:us-la:rs:22:237.6,rs,22:237.6,rs,22:71,urn:us-la:rs:22:71,R.S. 22:71,6735
urn:us-la:rs:22:237.7,rs,22:237.7,rs,22:237.6,urn:us-la:rs:22:237.6,R.S. 22:237.6,506
urn:us-la:rs:22:237.7,rs,22:237.7,rs,9:2601,urn:us-la:rs:9:2601,R.S. 9:2601,2144
urn:us-la:rs:22:237.9,rs,22:237.9,rs,22:88,urn:us-la:rs:22:88,R.S. 22:88,250
urn:us-la:rs:22:237.9,rs,22:237.9,rs,22:88,urn:us-la:rs:22:88,R.S. 22:88,1207
urn:us-la:rs:22:237.10,rs,22:237.10,rs,22:237.6,urn:us-la:rs:22:237.6,R.S. 22:237.6,349
urn:us-la:rs:22:237.10,rs,22:237.10,rs,22:237.7,urn:us-la:rs:22:237.7,R.S. 22:237.7,408
urn:us-la:rs:22:237.10,rs,22:237.10,rs,12:23,urn:us-la:rs:12:23,R.S. 12:23,583
urn:us-la:rs:22:237.10,rs,22:237.10,rs,22:63,urn:us-la:rs:22:63,R.S. 22:63,720
urn:us-la:rs:22:237.12,rs,22:237.12,rs,22:237.6,urn:us-la:rs:22:237.6,R.S. 22:237.6,232
urn:us-la:rs:22:242,rs,22:242,rs,22:246,urn:us-la:rs:22:246,R.S. 22:246,664
urn:us-la:rs:22:242,rs,22:242,rs,22:1028,urn:us-la:rs:22:1028,R.S. 22:1028,1849
urn:us-la:rs:22:242,rs,22:242,rs,22:246,urn:us-la:rs:22:246,R.S. 22:246,1920
urn:us-la:rs:22:242,rs,22:242,rs,22:73,urn:us-la:rs:22:73,R.S. 22:73,2476
urn:us-la:rs:22:242,rs,22:242,rs,22:34,urn:us-la:rs:22:34,R.S. 22:34,2820
urn:us-la:rs:22:243,rs,22:243,rs,12:1,urn:us-la:rs:12:1,R.S. 12:1,4438
urn:us-la:rs:22:243,rs,22:243,rs,12:1,urn:us-la:rs:12:1,R.S. 12:1,4595
urn:us-la:rs:22:243,rs,22:243,rs,12:1,urn:us-la:rs:12:1,R.S. 12:1,5002
urn:us-la:rs:22:243,rs,22:243,rs,12:1,urn:us-la:rs:12:1,R.S. 12:1,5954
urn:us-la:rs:22:243,rs,22:243,rs,12:1,urn:us-la:rs:12:1,R.S. 12:1,6013
urn:us-la:rs:22:244,rs,22:244,rs,22:242,urn:us-la:rs:22:242,R.S. 22:242,1271
urn:us-la:rs:22:244,rs,22:244,rs,22:257,urn:us-la:rs:22:257,R.S. 22:257,1813
urn:us-la:rs:22:244,rs,22:244,rs,22:267,urn:us-la:rs:22:267,R.S. 22:267,5424
urn:us-la:rs:22:244,rs,22:244,rs,22:250,urn:us-la:rs:22:250,R.S. 22:250,6075
urn:us-la:rs:22:245,rs,22:245,rs,22:244,urn:us-la:rs:22:244,R.S. 22:244,76
urn:us-la:rs:22:248,rs,22:248,rs,22:254,urn:us-la:rs:22:254,R.S. 22:254,1668
urn:us-la:rs:22:249,rs,22:249,rs,22:260,urn:us-la:rs:22:260,R.S. 22:260,29
urn:us-la:rs:22:252,rs,22:252,rs,22:269,urn:us-la:rs:22:269,R.S. 22:269,603
urn:us-la:rs:22:252,rs,22:252,rs,22:571,urn:us-la:rs:22:571,R.S. 22:571,888
urn:us-la:rs:22:252,rs,22:252,rs,22:571,urn:us-la:rs:22:571,R.S. 22:571,955
urn:us-la:rs:22:252,rs,22:252,rs,22:673,urn:us-la:rs:22:673,R.S. 22:673,1104
urn:us-la:rs:22:252,rs,22:252,rs,22:691.1,urn:us-la:rs:22:691.1,R.S. 22:691.1,1283
urn:us-la:rs:22:253,rs,22:253,rs,22:249,urn:us-la:rs:22:249,R.S. 22:249,58
urn:us-la:rs:22:254,rs,22:254,rs,22:2001,urn:us-la:rs:22:2001,R.S. 22:2001,3025
urn:us-la:rs:22:256,rs,22:256,rs,22:1981,urn:us-la:rs:22:1981,R.S. 22:1981,374
urn:us-la:rs:22:257,rs,22:257,rs,22:244,urn:us-la:rs:22:244,R.S. 22:244,389
urn:us-la:rs:22:257,rs,22:257,rs,22:244,urn:us-la:rs:22:244,R.S. 22:244,508
urn:us-la:rs:22:257,rs,22:257,rs,22:259,urn:us-la:rs:22:259,R.S. 22:259,1646
urn:us-la:rs:22:259,rs,22:259,rs,49:977.3,urn:us-la:rs:49:977.3,R.S. 49:977.3,173
urn:us-la:rs:22:259,rs,22:259,rs,22:2191,urn:us-la:rs:22:2191,R.S. 22:2191,551
urn:us-la:rs:22:260,rs,22:260,rs,22:1037,urn:us-la:rs:22:1037,R.S. 22:1037,55
urn:us-la:rs:22:260,rs,22:260,rs,22:111,urn:us-la:rs:22:111,R.S. 22:111,143
urn:us-la:rs:22:263,rs,22:263,rs,22:267,urn:us-la:rs:22:267,R.S. 22:267,538
urn:us-la:rs:22:264,rs,22:264,rs,22:2191,urn:us-la:rs:22:2191,R.S. 22:2191,305
urn:us-la:rs:22:264.1,rs,22:264.1,rs,22:691.4,urn:us-la:rs:22:691.4,R.S. 22:691.4,704
urn:us-la:rs:22:266,rs,22:266,rs,22:1121,urn:us-la:rs:22:1121,R.S. 22:1121,122
urn:us-la:rs:22:267,rs,22:267,rs,49:950,urn:us-la:rs:49:950,R.S. 49:950,909
urn:us-la:rs:22:271,rs,22:271,rs,22:1969,urn:us-la:rs:22:1969,R.S. 22:1969,704
urn:us-la:rs:22:272,rs,22:272,rs,22:1831,urn:us-la:rs:22:1831,R.S. 22:1831,3831
urn:us-la:rs:22:281,rs,22:281,rs,22:317,urn:us-la:rs:22:317,R.S. 22:317,152
urn:us-la:rs:22:284,rs,22:284,rs,22:296,urn:us-la:rs:22:296,R.S. 22:296,222
urn:us-la:rs:22:284,rs,22:284,rs,22:299,urn:us-la:rs:22:299,R.S. 22:299,269
urn:us-la:rs:22:285,rs,22:285,rs,22:296,urn:us-la:rs:22:296,R.S. 22:296,122
urn:us-la:rs:22:290,rs,22:290,rs,22:64,urn:us-la:rs:22:64,R.S. 22:64,2470
urn:us-la:rs:22:292,rs,22:292,rs,22:285,urn:us-la:rs:22:285,R.S. 22:285,152
urn:us-la:rs:22:293,rs,22:293,rs,22:294,urn:us-la:rs:22:294,R.S. 22:294,1196
urn:us-la:rs:22:302,rs,22:302,rs,22:299,urn:us-la:rs:22:299,R.S. 22:299,1370
urn:us-la:rs:22:306,rs,22:306,rs,22:305,urn:us-la:rs:22:305,R.S. 22:305,1113
urn:us-la:rs:22:309,rs,22:309,rs,22:314,urn:us-la:rs:22:314,R.S. 22:314,632
urn:us-la:rs:22:310,rs,22:310,rs,22:2191,urn:us-la:rs:22:2191,R.S. 22:2191,890
urn:us-la:rs:22:310,rs,22:310,rs,22:73,urn:us-la:rs:22:73,R.S. 22:73,1093
urn:us-la:rs:22:310,rs,22:310,rs,22:731,urn:us-la:rs:22:731,R.S. 22:731,1151
urn:us-la:rs:22:310,rs,22:310,rs,22:2001,urn:us-la:rs:22:2001,R.S. 22:2001,1201
urn:us-la:rs:22:310,rs,22:310,rs,22:73,urn:us-la:rs:22:73,R.S. 22:73,1466
urn:us-la:rs:22:310,rs,22:310,rs,22:731,urn:us-la:rs:22:731,R.S. 22:731,1524
urn:us-la:rs:22:310,rs,22:310,rs,22:2001,urn:us-la:rs:22:2001,R.S. 22:2001,1574
urn:us-la:rs:22:313,rs,22:313,rs,22:1961,urn:us-la:rs:22:1961,R.S. 22:1961,128
urn:us-la:rs:22:314,rs,22:314,rs,13:3204,urn:us-la:rs:13:3204,R.S. 13:3204,1143
urn:us-la:rs:22:331,rs,22:331,rs,22:131,urn:us-la:rs:22:131,R.S. 22:131,565
urn:us-la:rs:22:331,rs,22:331,rs,22:141,urn:us-la:rs:22:141,R.S. 22:141,589
urn:us-la:rs:22:331,rs,22:331,rs,22:81,urn:us-la:rs:22:81,R.S. 22:81,662
urn:us-la:rs:22:331,rs,22:331,rs,22:111,urn:us-la:rs:22:111,R.S. 22:111,712
urn:us-la:rs:22:331,rs,22:331,rs,22:336,urn:us-la:rs:22:336,R.S. 22:336,1147
urn:us-la:rs:22:331,rs,22:331,rs,22:47,urn:us-la:rs:22:47,R.S. 22:47,1260
urn:us-la:rs:22:331,rs,22:331,rs,22:47,urn:us-la:rs:22:47,R.S. 22:47,1444
urn:us-la:rs:22:332,rs,22:332,rs,22:335,urn:us-la:rs:22:335,R.S. 22:335,569
urn:us-la:rs:22:332,rs,22:332,rs,22:335,urn:us-la:rs:22:335,R.S. 22:335,2406
urn:us-la:rs:22:333,rs,22:333,rs,22:332,urn:us-la:rs:22:332,R.S. 22:332,29
urn:us-la:rs:22:333,rs,22:333,rs,22:1269,urn:us-la:rs:22:1269,R.S. 22:1269,1729
urn:us-la:rs:22:335,rs,22:335,rs,13:3204,urn:us-la:rs:13:3204,R.S. 13:3204,658
urn:us-la:rs:22:337,rs,22:337,rs,23:1161.1,urn:us-la:rs:23:1161.1,R.S. 23:1161.1,3331
urn:us-la:rs:22:337,rs,22:337,rs,22:2191,urn:us-la:rs:22:2191,R.S. 22:2191,4296
urn:us-la:rs:22:338,rs,22:338,rs,22:333,urn:us-la:rs:22:333,R.S. 22:333,1090
urn:us-la:rs:22:340,rs,22:340,rs,22:73,urn:us-la:rs:22:73,R.S. 22:73,264
urn:us-la:rs:22:340,rs,22:340,rs,22:731,urn:us-la:rs:22:731,R.S. 22:731,322
urn:us-la:rs:22:340,rs,22:340,rs,22:2001,urn:us-la:rs:22:2001,R.S. 22:2001,372
urn:us-la:rs:22:343,rs,22:343,rs,22:342,urn:us-la:rs:22:342,R.S. 22:342,665
urn:us-la:rs:22:343,rs,22:343,rs,22:342,urn:us-la:rs:22:342,R.S. 22:342,851
urn:us-la:rs:22:343,rs,22:343,rs,22:342,urn:us-la:rs:22:342,R.S. 22:342,1300
urn:us-la:rs:22:343,rs,22:343,rs,22:342,urn:us-la:rs:22:342,R.S. 22:342,1974
urn:us-la:rs:22:343,rs,22:343,rs,22:342,urn:us-la:rs:22:342,R.S. 22:342,2284
urn:us-la:rs:22:345,rs,22:345,rs,22:343,urn:us-la:rs:22:343,R.S. 22:343,370
urn:us-la:rs:22:345,rs,22:345,rs,22:343,urn:us-la:rs:22:343,R.S. 22:343,446
urn:us-la:rs:22:346,rs,22:346,rs,22:344,urn:us-la:rs:22:344,R.S. 22:344,61
urn:us-la:rs:22:346,rs,22:346,rs,22:343,urn:us-la:rs:22:343,R.S. 22:343,103
urn:us-la:rs:22:347,rs,22:347,rs,22:342,urn:us-la:rs:22:342,R.S. 22:342,26
urn:us-la:rs:22:347,rs,22:347,rs,40:1593,urn:us-la:rs:40:1593,R.S. 40:1593,590
urn:us-la:rs:22:347,rs,22:347,rs,23:1036,urn:us-la:rs:23:1036,R.S. 23:1036,760
urn:us-la:rs:22:347,rs,22:347,rs,40:1593.1,urn:us-la:rs:40:1593.1,R.S. 40:1593.1,946
urn:us-la:rs:22:347,rs,22:347,rs,22:343,urn:us-la:rs:22:343,R.S. 22:343,2572
urn:us-la:rs:22:347,rs,22:347,rs,22:342,urn:us-la:rs:22:342,R.S. 22:342,7549
urn:us-la:rs:22:347,rs,22:347,rs,22:342,urn:us-la:rs:22:342,R.S. 22:342,8903
urn:us-la:rs:22:347,rs,22:347,rs,22:345,urn:us-la:rs:22:345,R.S. 22:345,8949
urn:us-la:rs:22:349,rs,22:349,rs,22:342,urn:us-la:rs:22:342,R.S. 22:342,197
urn:us-la:rs:22:361,rs,22:361,rs,32:701,urn:us-la:rs:32:701,R.S. 32:701,1043
urn:us-la:rs:22:361,rs,22:361,rs,51:3161,urn:us-la:rs:51:3161,R.S. 51:3161,3037
urn:us-la:rs:22:361,rs,22:361,rs,51:3161,urn:us-la:rs:51:3161,R.S. 51:3161,3444
urn:us-la:rs:22:362,rs,22:362,rs,22:651,urn:us-la:rs:22:651,R.S. 22:651,934
urn:us-la:rs:22:363,rs,22:363,rs,32:772,urn:us-la:rs:32:772,R.S. 32:772,421
urn:us-la:rs:22:364,rs,22:364,rs,22:365,urn:us-la:rs:22:365,R.S. 22:365,460
urn:us-la:rs:22:368.1,rs,22:368.1,rs,22:821,urn:us-la:rs:22:821,R.S. 22:821,354
urn:us-la:rs:22:369,rs,22:369,rs,49:977.3,urn:us-la:rs:49:977.3,R.S. 49:977.3,37
urn:us-la:rs:22:369,rs,22:369,rs,22:370,urn:us-la:rs:22:370,R.S. 22:370,655
urn:us-la:rs:22:369,rs,22:369,rs,22:2191,urn:us-la:rs:22:2191,R.S. 22:2191,922
urn:us-la:rs:22:369.1,rs,22:369.1,rs,22:362,urn:us-la:rs:22:362,R.S. 22:362,129
urn:us-la:rs:22:369.1,rs,22:369.1,rs,22:366,urn:us-la:rs:22:366,R.S. 22:366,465
urn:us-la:rs:22:369.1,rs,22:369.1,rs,22:366,urn:us-la:rs:22:366,R.S. 22:366,620
urn:us-la:rs:22:371,rs,22:371,rs,22:369,urn:us-la:rs:22:369,R.S. 22: 369,195
urn:us-la:rs:22:371,rs,22:371,rs,22:2191,urn:us-la:rs:22:2191,R.S. 22:2191,517
urn:us-la:rs:22:373,rs,22:373,rs,22:1961,urn:us-la:rs:22:1961,R.S. 22:1961,654
